"10177","PAY","B","Abington","(101.01)","01/28/2013","G:12555","1","","Abington - 1 - 1/28/2013 . Check No. 1","","","","","","","Applies to Invoice: G:12345","97.12","0.00","0.00","3.89","0.00","101.01","0.00","0.00"
"10178","PAY","B","Acton","(102.01)","01/28/2013","G:12556","2","","Acton - 2 - 1/28/2013 . Check No. 2","","","","","","","Applies to Invoice: G:12346","98.09","0.00","0.00","3.92","0.00","102.01","0.00","0.00"
"10179","PAY","B","Acushnet","(103.01)","01/28/2013","G:12557","3","","Acushnet - 3 - 1/28/2013 . Check No. 3","","","","","","","Applies to Invoice: G:12347","99.05","0.00","0.00","3.96","0.00","103.01","0.00","0.00"
"10180","PAY","B","Adams","(104.01)","01/28/2013","G:12558","4","","Adams - 4 - 1/28/2013 . Check No. 4","","","","","","","Applies to Invoice: G:12348","100.01","0.00","0.00","4.00","0.00","104.01","0.00","0.00"
"10181","PAY","B","Agawam","(105.01)","01/28/2013","G:12559","5","","Agawam - 5 - 1/28/2013 . Check No. 5","","","","","","","Applies to Invoice: G:12349","100.97","0.00","0.00","4.04","0.00","105.01","0.00","0.00"
"10182","PAY","B","Andover","(109.01)","01/28/2013","G:12563","9","","Andover - 9 - 1/28/2013 . Check No. 9","","","","","","","Applies to Invoice: G:12353","104.82","0.00","0.00","4.19","0.00","109.01","0.00","0.00"
"10183","PAY","B","Ashfield","(114.01)","01/28/2013","G:12568","14","","Ashfield - 14 - 1/28/2013 . Check No. 14","","","","","","","Applies to Invoice: G:12358","109.62","0.00","0.00","4.39","0.00","114.01","0.00","0.00"
"10184","PAY","B","Avon","(119.01)","01/28/2013","G:12573","19","","Avon - 19 - 1/28/2013 . Check No. 19","","","","","","","Applies to Invoice: G:12363","114.43","0.00","0.00","4.58","0.00","119.01","0.00","0.00"
"10185","PAY","B","Bedford","(124.01)","01/28/2013","G:12578","24","","Bedford - 24 - 1/28/2013 . Check No. 24","","","","","","","Applies to Invoice: G:12368","119.24","0.00","0.00","4.77","0.00","124.01","0.00","0.00"
"10186","PAY","B","Berlin","(129.01)","01/28/2013","G:12583","29","","Berlin - 29 - 1/28/2013 . Check No. 29","","","","","","","Applies to Invoice: G:12372","124.05","0.00","0.00","4.96","0.00","129.01","0.00","0.00"
"10187","PAY","B","Blandford","(134.01)","01/28/2013","G:12588","34","","Blandford - 34 - 1/28/2013 . Check No. 34","","","","","","Applies to Suspense: 19.84","Applies to Invoice: G:12377","7.37","0.00","0.00","0.29","0.00","7.66","0.00","0.00","Applies to Invoice: G:12588","68.77","0.00","34.99","2.75","0.00","71.52","0.00","34.99"
"10188","PAY","B","Boxford","(139.01)","01/28/2013","G:12593","39","","Boxford - 39 - 1/28/2013 . Check No. 39","","","","","","","Applies to Invoice: G:12593","133.66","0.00","0.00","5.35","0.00","139.01","0.00","0.00"
"10189","PAY","B","Brimfield","(144.01)","01/28/2013","G:12598","44","","Brimfield - 44 - 1/28/2013 . Check No. 44","","","","","","","Applies to Invoice: G:12387","138.47","0.00","0.00","5.54","0.00","144.01","0.00","0.00"
"10190","PAY","B","Burlington","(149.01)","01/28/2013","G:12603","49","","Burlington - 49 - 1/28/2013 . Check No. 49","","","","","","","Applies to Invoice: G:12392","143.28","0.00","0.00","5.73","0.00","149.01","0.00","0.00"
"10191","PAY","B","Charlemont","(154.01)","01/28/2013","G:12608","54","","Charlemont - 54 - 1/28/2013 . Check No. 54","","","","","","","Applies to Invoice: G:12608","148.09","0.00","0.00","5.92","0.00","154.01","0.00","0.00"
"10192","PAY","B","Cheshire","(159.01)","01/28/2013","G:12613","59","","Cheshire - 59 - 1/28/2013 . Check No. 59","","","","","","","Applies to Invoice: G:12401","152.89","0.00","0.00","6.12","0.00","159.01","0.00","0.00"
"10193","PAY","B","Clarksburg","(164.01)","01/28/2013","G:12618","64","","Clarksburg - 64 - 1/28/2013 . Check No. 64","","","","","","","Applies to Invoice: G:12406","157.70","0.00","0.00","6.31","0.00","164.01","0.00","0.00"
"10194","PAY","B","Conway","(169.01)","01/28/2013","G:12623","69","","Conway - 69 - 1/28/2013 . Check No. 69","","","","","","","Applies to Invoice: G:12411","162.51","0.00","0.00","6.50","0.00","169.01","0.00","0.00"
"10195","PAY","B","Dedham","(174.01)","01/28/2013","G:12628","74","","Dedham - 74 - 1/28/2013 . Check No. 74","","","","","","","Applies to Invoice: G:12416","167.32","0.00","0.00","6.69","0.00","174.01","0.00","0.00"
"10196","PAY","B","Dover","(179.01)","01/28/2013","G:12633","79","","Dover - 79 - 1/28/2013 . Check No. 79","","","","","",""
"10197","PAY","B","East.Bridgewater","(184.01)","01/28/2013","G:12638","84","","East.Bridgewater - 84 - 1/28/2013 . Check No. 84","","","","","","Applies to Suspense: 167.13","Applies to Invoice: G:12638","0.00","0.00","8.87","0.00","0.00","0.00","0.00","8.87","Applies to Invoice: G:12938","0.00","0.00","8.01","0.00","0.00","0.00","0.00","8.01"
"10198","PAY","B","East.Brookfield","(185.01)","01/28/2013","G:12639","85","","East.Brookfield - 85 - 1/28/2013 . Check No. 85","","","","","","Applies to Suspense: 185.01"
"10199","PAY","B","Easton","(189.01)","01/28/2013","G:12643","89","","Easton - 89 - 1/28/2013 . Check No. 89","","","","","","","Applies to Invoice: G:12430","181.74","0.00","0.00","7.27","0.00","189.01","0.00","0.00"
"10200","PAY","B","Everett","(194.01)","01/28/2013","G:12648","94","","Everett - 94 - 1/28/2013 . Check No. 94","","","","","","","Applies to Invoice: G:12648","186.55","0.00","0.00","7.46","0.00","194.01","0.00","0.00"
"10201","PAY","B","Florida","(199.01)","01/28/2013","G:12653","99","","Florida - 99 - 1/28/2013 . Check No. 99","","","","","","","Applies to Invoice: G:12440","191.36","0.00","0.00","7.65","0.00","199.01","0.00","0.00"
"10202","PAY","B","Gardner","(204.01)","01/28/2013","G:12658","104","","Gardner - 104 - 1/28/2013 . Check No. 104","","","","","",""
"10203","PAY","B","Gosnold","(209.01)","01/28/2013","G:12663","109","","Gosnold - 109 - 1/28/2013 . Check No. 109","","","","","","","Applies to Invoice: G:12663","200.97","0.00","0.00","8.04","0.00","209.01","0.00","0.00"
"10204","PAY","B","Greenfield","(214.01)","01/28/2013","G:12668","114","","Greenfield - 114 - 1/28/2013 . Check No. 114","","","","","","","Applies to Invoice: G:12454","205.78","0.00","0.00","8.23","0.00","214.01","0.00","0.00"
"10205","PAY","B","Hamilton","(219.01)","01/28/2013","G:12672","119","","Hamilton - 119 - 1/28/2013 . Check No. 119","","","","","","","Applies to Invoice: G:12459","210.59","0.00","0.00","8.42","0.00","219.01","0.00","0.00"
"10206","PAY","B","Hardwick","(224.01)","01/28/2013","G:12676","124","","Hardwick - 124 - 1/28/2013 . Check No. 124","","","","","","","Applies to Invoice: G:12464","215.39","0.00","0.00","8.62","0.00","224.01","0.00","0.00"
"10207","PAY","B","Hawley","(229.01)","01/28/2013","G:12679","129","","Hawley - 129 - 1/28/2013 . Check No. 129","","","","","","Applies to Suspense: 99.01","Applies to Invoice: G:12679","0.00","0.00","3.77","0.00","0.00","0.00","0.00","3.77","Applies to Invoice: G:12976","118.11","0.00","3.40","4.72","0.00","122.83","0.00","3.40"
"10208","PAY","B","Holden","(234.01)","01/28/2013","G:12683","134","","Holden - 134 - 1/28/2013 . Check No. 134","","","","","","","Applies to Invoice: G:12473","225.01","0.00","0.00","9.00","0.00","234.01","0.00","0.00"
"10209","PAY","B","Hopkinton","(239.01)","01/28/2013","G:12687","139","","Hopkinton - 139 - 1/28/2013 . Check No. 139","","","","","","","Applies to Invoice: G:12478","229.82","0.00","0.00","9.19","0.00","239.01","0.00","0.00"
"10210","PAY","B","Ipswich","(244.01)","01/28/2013","G:12691","144","","Ipswich - 144 - 1/28/2013 . Check No. 144","","","","","","","Applies to Invoice: G:12483","234.62","0.00","0.00","9.39","0.00","244.01","0.00","0.00"
"10211","PAY","B","Lawrence","(249.01)","01/28/2013","I:148","149","","Lawrence - 149 - 1/28/2013 . Check No. 149","","","","","","Applies to Suspense: 249.01"
"10212","PAY","B","Leverett","(254.01)","01/28/2013","G:12698","154","","Leverett - 154 - 1/28/2013 . Check No. 154","","","","","","","Applies to Invoice: G:12492","244.24","0.00","0.00","9.77","0.00","254.01","0.00","0.00"
"10213","PAY","B","Longmeadow","(259.01)","01/28/2013","I:151","159","","Longmeadow - 159 - 1/28/2013 . Check No. 159","","","","","","","Applies to Invoice: G:12497","198.20","0.00","0.00","7.93","0.00","206.13","0.00","0.00","Applies to Invoice: G:13005","50.85","0.00","0.00","2.03","0.00","52.88","0.00","0.00"
"10214","PAY","B","Lynnfield","(264.01)","01/28/2013","I:153","164","","Lynnfield - 164 - 1/28/2013 . Check No. 164","","","","","","","Applies to Invoice: G:13010","253.85","0.00","0.00","10.16","0.00","264.01","0.00","0.00"
"10215","PAY","B","Marion","(269.01)","01/28/2013","G:12710","169","","Marion - 169 - 1/28/2013 . Check No. 169","","","","","","","Applies to Invoice: G:12507","258.66","0.00","0.00","10.35","0.00","269.01","0.00","0.00"
"10216","PAY","B","Maynard","(274.01)","01/28/2013","G:12714","174","","Maynard - 174 - 1/28/2013 . Check No. 174","","","","","","","Applies to Invoice: G:12512","263.47","0.00","0.00","10.54","0.00","274.01","0.00","0.00"
"10217","PAY","B","Mendon","(279.01)","01/28/2013","G:12718","179","","Mendon - 179 - 1/28/2013 . Check No. 179","","","","","","","Applies to Invoice: G:12516","268.28","0.00","0.00","10.73","0.00","279.01","0.00","0.00"
"10218","PAY","B","Middleton","(284.01)","01/28/2013","G:12722","184","","Middleton - 184 - 1/28/2013 . Check No. 184","","","","","","","Applies to Invoice: G:12521","273.09","0.00","0.00","10.92","0.00","284.01","0.00","0.00"
"10219","PAY","B","Milton","(289.01)","01/28/2013","I:158","189","","Milton - 189 - 1/28/2013 . Check No. 189","","","","","","","Applies to Invoice: G:12526","229.00","0.00","0.00","9.16","0.00","238.16","0.00","0.00","Applies to Invoice: G:13035","48.90","0.00","0.00","1.95","0.00","50.85","0.00","0.00"
"10220","PAY","B","Montgomery","(294.01)","01/28/2013","G:12729","194","","Montgomery - 194 - 1/28/2013 . Check No. 194","","","","","","","Applies to Invoice: G:12531","282.70","0.00","0.00","11.31","0.00","294.01","0.00","0.00"
"10221","PAY","B","Needham","(299.01)","01/28/2013","I:161","199","","Needham - 199 - 1/28/2013 . Check No. 199","","","","","","Applies to Suspense: 168.98","Applies to Invoice: G:12536","125.03","0.00","0.00","5.00","0.00","130.03","0.00","0.00"
"10222","PAY","B","New Salem","(304.01)","01/28/2013","I:163","204","","New Salem - 204 - 1/28/2013 . Check No. 204","","","","","","","Applies to Invoice: G:13049","292.32","0.00","0.00","11.69","0.00","304.01","0.00","0.00"
"10223","PAY","B","North.Adams","(309.01)","01/28/2013","G:12739","209","","North.Adams - 209 - 1/28/2013 . Check No. 209","","","","","","Applies to Suspense: 92.80","Applies to Invoice: G:12739","0.00","0.00","213.26","0.00","0.00","0.00","0.00","213.26","Applies to Invoice: G:13054","0.00","0.00","2.95","0.00","0.00","0.00","0.00","2.95"
"10224","PAY","B","North.Andover","(310.01)","01/28/2013","I:165","210","","North.Andover - 210 - 1/28/2013 . Check No. 210","","","","","","Applies to Suspense: 61.53","Applies to Invoice: G:12546","238.92","0.00","0.00","9.56","0.00","248.48","0.00","0.00"
"10225","PAY","B","Northampton","(314.01)","01/28/2013","I:166","214","","Northampton - 214 - 1/28/2013 . Check No. 214","","","","","","Applies to Suspense: 20.46","Applies to Invoice: G:12550","113.99","0.00","0.00","4.56","0.00","118.55","0.00","0.00","Applies to Invoice: G:13059","168.27","0.00","0.00","6.73","0.00","175.00","0.00","0.00"
"10226","PAY","B","Norwell","(319.01)","01/28/2013","G:12746","219","","Norwell - 219 - 1/28/2013 . Check No. 219","","","","","","","Applies to Invoice: G:13064","306.74","0.00","0.00","12.27","0.00","319.01","0.00","0.00"
"10227","PAY","B","Orleans","(324.01)","01/28/2013","G:12751","224","","Orleans - 224 - 1/28/2013 . Check No. 224","","","","","","","Applies to Invoice: G:12751","311.55","0.00","0.00","12.46","0.00","324.01","0.00","0.00"
"10228","PAY","B","Peabody","(329.01)","01/28/2013","G:12755","229","","Peabody - 229 - 1/28/2013 . Check No. 229","","","","","","","Applies to Invoice: G:12553","296.85","0.00","0.00","11.87","0.00","308.72","0.00","0.00","Applies to Invoice: G:12755","19.51","0.00","0.00","0.78","0.00","20.29","0.00","0.00"
"10229","PAY","B","Petersham","(334.01)","01/28/2013","G:12760","234","","Petersham - 234 - 1/28/2013 . Check No. 234","","","","","","","Applies to Invoice: G:12760","321.17","0.00","0.00","12.84","0.00","334.01","0.00","0.00"
"10230","PAY","B","Plymouth","(339.01)","01/28/2013","G:12765","239","","Plymouth - 239 - 1/28/2013 . Check No. 239","","","","","","","Applies to Invoice: G:12765","325.97","0.00","0.00","13.04","0.00","339.01","0.00","0.00"
"10231","PAY","B","Randolph","(344.01)","01/28/2013","G:12770","244","","Randolph - 244 - 1/28/2013 . Check No. 244","","","","","","","Applies to Invoice: G:12770","228.89","0.00","105.96","9.16","0.00","238.05","0.00","105.96"
"10232","PAY","B","Richmond","(349.01)","01/28/2013","G:12775","249","","Richmond - 249 - 1/28/2013 . Check No. 249","","","","","","","Applies to Invoice: G:12775","335.59","0.00","0.00","13.42","0.00","349.01","0.00","0.00"
"10233","PAY","B","Rowley","(354.01)","01/28/2013","G:12779","254","","Rowley - 254 - 1/28/2013 . Check No. 254","","","","","","","Applies to Invoice: G:12779","124.97","0.00","0.00","5.00","0.00","129.97","0.00","0.00","Applies to Invoice: G:13097","215.42","0.00","0.00","8.62","0.00","224.04","0.00","0.00"
"10234","PAY","B","Salisbury","(359.01)","01/28/2013","G:12784","259","","Salisbury - 259 - 1/28/2013 . Check No. 259","","","","","","","Applies to Invoice: G:13102","345.20","0.00","0.00","13.81","0.00","359.01","0.00","0.00"
"10235","PAY","B","Scituate","(364.01)","01/28/2013","G:12789","264","","Scituate - 264 - 1/28/2013 . Check No. 264","","","","","","","Applies to Invoice: G:12789","350.01","0.00","0.00","14.00","0.00","364.01","0.00","0.00"
"10236","PAY","B","Sherborn","(369.01)","01/28/2013","G:12794","269","","Sherborn - 269 - 1/28/2013 . Check No. 269","","","","","","","Applies to Invoice: G:12794","354.82","0.00","0.00","14.19","0.00","369.01","0.00","0.00"
"10237","PAY","B","Somerville","(374.01)","01/28/2013","G:12799","274","","Somerville - 274 - 1/28/2013 . Check No. 274","","","","","","Applies to Suspense: 374.01"
"10238","PAY","B","Southwick","(379.01)","01/28/2013","G:12803","279","","Southwick - 279 - 1/28/2013 . Check No. 279","","","","","","","Applies to Invoice: G:12803","218.18","0.00","152.10","8.73","0.00","226.91","0.00","152.10"
"10239","PAY","B","Stoneham","(384.01)","01/28/2013","G:12808","284","","Stoneham - 284 - 1/28/2013 . Check No. 284","","","","","","","Applies to Invoice: G:12808","369.24","0.00","0.00","14.77","0.00","384.01","0.00","0.00"
"10240","PAY","B","Sunderland","(389.01)","01/28/2013","G:12813","289","","Sunderland - 289 - 1/28/2013 . Check No. 289","","","","","","","Applies to Invoice: G:12813","329.89","0.00","0.00","13.20","0.00","343.09","0.00","0.00","Applies to Invoice: G:13131","44.15","0.00","0.00","1.77","0.00","45.92","0.00","0.00"
"10241","PAY","B","Templeton","(394.01)","01/28/2013","G:12818","294","","Templeton - 294 - 1/28/2013 . Check No. 294","","","","","","","Applies to Invoice: G:12818","378.86","0.00","0.00","15.15","0.00","394.01","0.00","0.00"
"10242","PAY","B","Townsend","(399.01)","01/28/2013","G:12823","299","","Townsend - 299 - 1/28/2013 . Check No. 299","","","","","","Applies to Suspense: 165.20","Applies to Invoice: G:12823","224.82","0.00","0.00","8.99","0.00","233.81","0.00","0.00"
"10243","PAY","B","Uxbridge","(404.01)","01/28/2013","G:12827","304","","Uxbridge - 304 - 1/28/2013 . Check No. 304","","","","","","","Applies to Invoice: G:12827","388.47","0.00","0.00","15.54","0.00","404.01","0.00","0.00"
"10244","PAY","B","Ware","(409.01)","01/28/2013","G:12832","309","","Ware - 309 - 1/28/2013 . Check No. 309","","","","","","","Applies to Invoice: G:12832","124.91","0.00","0.00","5.00","0.00","129.91","0.00","0.00","Applies to Invoice: G:13149","268.36","0.00","0.00","10.74","0.00","279.10","0.00","0.00"
"10245","PAY","B","Watertown","(414.01)","01/28/2013","G:12837","314","","Watertown - 314 - 1/28/2013 . Check No. 314","","","","","","","Applies to Invoice: G:12837","0.00","0.00","314.99","0.00","0.00","0.00","0.00","314.99","Applies to Invoice: G:13154","95.21","0.00","0.00","3.81","0.00","99.02","0.00","0.00"
"10246","PAY","B","Wendell","(419.01)","01/28/2013","G:12842","319","","Wendell - 319 - 1/28/2013 . Check No. 319","","","","","","","Applies to Invoice: G:12842","402.89","0.00","0.00","16.12","0.00","419.01","0.00","0.00"
"10247","PAY","B","West.Boylston","(421.01)","01/28/2013","G:12844","321","","West.Boylston - 321 - 1/28/2013 . Check No. 321","","","","","","Applies to Suspense: 26.03","Applies to Invoice: G:12844","347.62","0.00","0.00","13.90","0.00","361.52","0.00","0.00","Applies to Invoice: G:13161","32.17","0.00","0.00","1.29","0.00","33.46","0.00","0.00"
"10248","PAY","B","West.Bridgewater","(422.01)","01/28/2013","G:12845","322","","West.Bridgewater - 322 - 1/28/2013 . Check No. 322","","","","","","Applies to Suspense: 422.01"
"10249","PAY","B","West.Newbury","(424.01)","01/28/2013","G:12847","324","","West.Newbury - 324 - 1/28/2013 . Check No. 324","","","","","","","Applies to Invoice: G:12847","407.70","0.00","0.00","16.31","0.00","424.01","0.00","0.00"
"10250","PAY","B","Westfield","(429.01)","01/28/2013","G:12851","329","","Westfield - 329 - 1/28/2013 . Check No. 329","","","","","","Applies to Suspense: 54.99","Applies to Invoice: G:13168","359.63","0.00","0.00","14.39","0.00","374.02","0.00","0.00"
"10251","PAY","B","Westport","(434.01)","01/28/2013","G:12856","334","","Westport - 334 - 1/28/2013 . Check No. 334","","","","","","","Applies to Invoice: G:12856","417.32","0.00","0.00","16.69","0.00","434.01","0.00","0.00"
"10252","PAY","B","Wilbraham","(439.01)","01/28/2013","G:12861","339","","Wilbraham - 339 - 1/28/2013 . Check No. 339","","","","","","Applies to Suspense: 25.77","Applies to Invoice: G:12861","397.35","0.00","0.00","15.89","0.00","413.24","0.00","0.00"
"10253","PAY","B","Winchester","(444.01)","01/28/2013","G:12866","344","","Winchester - 344 - 1/28/2013 . Check No. 344","","","","","","Applies to Suspense: 101.09","Applies to Invoice: G:12866","329.73","0.00","0.00","13.19","0.00","342.92","0.00","0.00"
"10254","PAY","B","Worthington","(449.01)","01/28/2013","G:12871","349","","Worthington - 349 - 1/28/2013 . Check No. 349","","","","","","","Applies to Invoice: G:12871","431.74","0.00","0.00","17.27","0.00","449.01","0.00","0.00"
"10256","PAY","B","East.Brookfield","(11.01)","01/28/2013","G:12639","","","Transferred payment","","","","","","","Applies to Invoice: G:12639","5.99","0.00","4.78","0.24","0.00","6.23","0.00","4.78"
"10258","PAY","B","North.Andover","(12.01)","01/28/2013","I:165","","","Transferred payment","","","","","","Applies to Suspense: 12.01"
"10260","PAY","B","West.Bridgewater","(13.01)","01/28/2013","G:12845","","","Transferred payment","","","","","","","Applies to Invoice: G:12845","12.51","0.00","0.00","0.50","0.00","13.01","0.00","0.00"
"10309","PAY","B","Hadley","(31.01)","01/28/2013","G:12670","pay-1-1","","bds-pay: Hadley - 1/28/2013 . Check No. pay-1-1","","","","","","","Applies to Invoice: G:12457","29.82","0.00","0.00","1.19","0.00","31.01","0.00","0.00"
"10310","PAY","B","Halifax","(32.01)","01/28/2013","G:12671","pay-2-1","","bds-pay: Halifax - 1/28/2013 . Check No. pay-2-1","","","","","","","Applies to Invoice: G:12458","30.78","0.00","0.00","1.23","0.00","32.01","0.00","0.00"
"10312","PAY","B","Agawam","(25.01)","02/27/2013","G:12559","","","Payment from account","","","","","Funds Account :Default.","","Applies to Invoice: G:12559","16.92","0.00","7.41","0.68","0.00","17.60","0.00","7.41"
"10326","PAY","B","East.Longmeadow","(120.47)","02/27/2013","G:12640","","","Payment from account","","","","","Funds Account :Default.","","Applies to Invoice: G:12640","115.29","0.00","0.57","4.61","0.00","119.90","0.00","0.57"
"10335","PAY","B","Holyoke","(1.95)","02/27/2013","G:12686","","","Payment from account","","","","","Funds Account :Default.","","Applies to Invoice: G:12686","0.00","0.00","1.95","0.00","0.00","0.00","0.00","1.95"
"10337","PAY","B","Huntington","(1.13)","02/27/2013","G:12690","","","Payment from account","","","","","Funds Account :Default.","","Applies to Invoice: G:12690","0.00","0.00","1.13","0.00","0.00","0.00","0.00","1.13"
"10340","PAY","B","Ludlow","(3.40)","02/27/2013","G:12703","","","Payment from account","","","","","Funds Account :Default.","","Applies to Invoice: G:12703","0.00","0.00","3.40","0.00","0.00","0.00","0.00","3.40"
